Quarter,Series,Seasonality adjustment,Region,Region Code,Industry,Industry Code,Value,Value Unit,Value Label
2021 Q2,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",519,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",527.9,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",532.4,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",534.1,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",544.3,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",565.2,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",571.9,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",565.9,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",561.2,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",557.6,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",563.2,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",572.6,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",569.6,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",563.2,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",575.6,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Trend,Southland,Southland Region,"All retail trade, accommodation and food services","G,H",595.5,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12111.6,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12469.8,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13885.5,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12709.7,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12776.1,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12682.7,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14423,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13146.1,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13166.5,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13234.2,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15075.6,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13803.7,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13557,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13595.2,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15725.3,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14407.9,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14147.5,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14692.4,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16847.5,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15668.9,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15601.4,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15765.4,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17853,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16570.6,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16425.7,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16336.9,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18705.7,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17014.6,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17113,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17084.7,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19694.8,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17770.3,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17746.2,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17873.5,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",20443.3,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18477.4,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15280,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19228.3,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21688,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19817.5,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",20842.4,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18792.1,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",23401,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21501.4,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21622.8,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21799.4,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",24635.5,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22200.8,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22046.6,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22040.7,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",24467.5,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22200,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21589.2,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21314.2,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",24312.4,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Actual,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22370.4,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12510.1,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12864.8,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12841.9,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12818.6,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13201.6,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13177.8,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13260.9,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13422.6,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13607.1,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13730.7,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13930.6,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14011.2,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14017.2,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14186.1,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14446.9,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14697.5,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14630.4,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15260.8,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15504.3,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15779.1,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16136.1,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16310.6,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16478.3,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16818,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16973.1,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16975.4,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17201.1,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17333.7,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17673.2,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17743.8,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18103,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18126.3,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18321.1,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18556.8,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18781.3,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18867.7,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15773.2,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19950.1,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19934,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",20241.8,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21510.5,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19485.9,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21525.7,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21954.7,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22314.6,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22589.6,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22688.8,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22650.1,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22751,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22837.3,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22550.4,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22627.7,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22279.8,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22087.4,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22414.8,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22788.1,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12579.4,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12781.6,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12842.1,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",12898.8,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13086.4,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13208.2,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13265.8,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13422.5,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13586.8,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13753,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13913.4,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",13997,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14039.9,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14188.4,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14448.2,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14655.4,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",14889.4,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15205.5,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15520.6,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",15789.9,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16080.1,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16298.5,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16519,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16777.8,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",16970.6,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17023.1,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17156.1,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17390.7,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17597.3,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",17830.6,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18019.9,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18173.2,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18315.4,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18562.3,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18737.4,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",18917,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19315.2,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19745.9,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",19988.5,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",20259.2,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",20629.2,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21024,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21488.4,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",21961.1,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22320.1,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22580.1,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22671.2,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22681.8,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22766,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22756.8,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22662.5,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22527.1,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22295.7,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22149,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22405.8,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Trend,North Island,Total North Island,"All retail trade, accommodation and food services","G,H",22779.7,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4115.5,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4137.8,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4682.1,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4441.2,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4254.2,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4273,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4870.3,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4609.6,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4525,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",4513.8,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Actual,South Island,Total South Island,"All retail trade, accommodation and food services","G,H",5178.7,nzd,NZD millions
